peak	class_	weight	Chr	Start	End	Annotation	Distance to TSS	Gene Name	in_cell_type
spleen_uPk_112734	0	0.009205823211490027	chr8	18924891	18925251	Intergenic	25800.0	Xkr5	Granulocyte
spleen_uPk_68059	0	0.009204838701127909	chr2	49813971	49814305	intron (NM_027990, intron 1 of 9)	26452.0	Lypd6b	Granulocyte
spleen_uPk_84945	0	0.009183262643034647	chr4	88763463	88763752	Intergenic	2833.0	Gm13283	Granulocyte
spleen_uPk_47801	0	0.009181703690211441	chr16	16072583	16072886	intron (NM_146068, intron 5 of 19)	74117.0	Spidr	Granulocyte
spleen_uPk_78825	0	0.009169530504867603	chr3	97998377	97998630	Intergenic	-15035.0	Notch2	Granulocyte
spleen_uPk_106308	0	0.009163884069397164	chr7	43273460	43274005	Intergenic	39529.0	Zfp715	Granulocyte
spleen_uPk_76436	0	0.00916127727420563	chr3	51518285	51519029	3' UTR (NM_080793, exon 8 of 8)	34691.0	Rab33b	Granulocyte
spleen_uPk_21006	0	0.009157616943353614	chr11	79088039	79088721	intron (NM_013571, intron 1 of 17)	57974.0	Ksr1	Granulocyte
spleen_uPk_13727	0	0.009148344183038951	chr10	82958014	82958676	Intergenic	-27152.0	Chst11	Granulocyte
spleen_uPk_106607	0	0.009136657628571947	chr7	45660791	45661183	intron (NM_001271993, intron 1 of 2)	5407.0	Fut2	Granulocyte
spleen_uPk_59539	0	0.009131600486465172	chr18	56733771	56734225	intron (NM_010721, intron 5 of 10)	26185.0	Lmnb1	Granulocyte
spleen_uPk_115243	0	0.00912010593764184	chr8	84191993	84192439	Intergenic	-13255.0	Mir181c	Granulocyte
spleen_uPk_95939	0	0.009115870139077229	chr5	138256981	138257386	intron (NM_001081108, intron 2 of 3)	1701.0	Lamtor4	Granulocyte
spleen_uPk_82994	0	0.00911554755192202	chr4	40313023	40313410	promoter-TSS (NR_040663)	-16.0	4930509K18Rik	Granulocyte
spleen_uPk_109166	0	0.009111218621374833	chr7	101027615	101028069	Intergenic	-15789.0	P2ry2	Granulocyte
spleen_uPk_86721	0	0.00910692825734574	chr4	125990189	125990497	Intergenic	-34316.0	Csf3r	Granulocyte
spleen_uPk_102296	0	0.009104353164306923	chr6	117675040	117675767	Intergenic	76366.0	1700030F04Rik	Granulocyte
spleen_uPk_95837	0	0.00909265938162292	chr5	137179861	137180337	Intergenic	-63892.0	Trim56	Granulocyte
spleen_uPk_102662	0	0.009062135217501788	chr6	122570617	122571670	Intergenic	17334.0	Aicda	Granulocyte
spleen_uPk_40894	0	0.009050164331532728	chr14	103058890	103059926	Intergenic	-10808.0	Cln5	Granulocyte
spleen_uPk_5327	0	0.009045674109945069	chr1	134420070	134420563	intron (NM_001306069, intron 1 of 7)	4652.0	Adipor1	Granulocyte
spleen_uPk_66479	0	0.009032116046026223	chr2	26359964	26360296	promoter-TSS (NM_001037747)	-583.0	Card9	Granulocyte
spleen_uPk_92927	0	0.009030365838110663	chr5	98030212	98031603	promoter-TSS (NM_133738)	55.0	Antxr2	Granulocyte
spleen_uPk_20489	0	0.009020420072428353	chr11	74575791	74576283	intron (NM_001015046, intron 1 of 24)	14121.0	Rap1gap2	Granulocyte
spleen_uPk_104960	0	0.00901288648854433	chr7	16257811	16258217	intron (NM_007577, intron 2 of 2)	1324.0	C5ar1	Granulocyte
spleen_uPk_115703	0	0.00900298730120006	chr8	92853124	92853540	TTS (NM_008610)	-2018.0	Lpcat2	Granulocyte
spleen_uPk_56916	0	0.00900257279491805	chr17	84107564	84107850	Intergenic	29047.0	4933433H22Rik	Granulocyte
spleen_uPk_46313	0	0.009002090892745614	chr15	96757307	96758429	Intergenic	-58170.0	Slc38a2	Granulocyte
spleen_uPk_24085	0	0.008984305457253674	chr11	116616791	116617138	intron (NM_172572, intron 1 of 18)	7288.0	Rhbdf2	Granulocyte
spleen_uPk_1291	0	0.008982172865050571	chr1	40084408	40084957	promoter-TSS (NM_010555)	-86.0	Il1r2	Granulocyte
spleen_uPk_70522	0	0.00896192933696688	chr2	103605727	103606566	intron (NM_178890, intron 1 of 16)	39836.0	Abtb2	Granulocyte
spleen_uPk_26585	0	0.008960658970988699	chr12	52307364	52307994	intron (NM_029760, intron 10 of 10)	172930.0	Gm35135	Granulocyte
spleen_uPk_33583	0	0.00895643480795733	chr13	55040056	55040397	intron (NR_121592, intron 10 of 13)	-18841.0	Hk3	Granulocyte
spleen_uPk_14634	0	0.00895125644889685	chr10	95773537	95773975	Intergenic	-166907.0	Eea1	Granulocyte
spleen_uPk_94235	0	0.008948637882147113	chr5	115155906	115156112	intron (NM_175403, intron 1 of 4)	2167.0	Mlec	Granulocyte
spleen_uPk_108053	0	0.008944412268410157	chr7	80753709	80754441	intron (NM_016721, intron 11 of 37)	49256.0	Iqgap1	Granulocyte
spleen_uPk_117286	0	0.008943166577046439	chr8	121580405	121580882	Intergenic	-1837.0	Fbxo31	Granulocyte
spleen_uPk_40892	0	0.008926380408330612	chr14	103048577	103049265	intron (NM_008392, intron 1 of 4)	1909.0	Acod1	Granulocyte
spleen_uPk_71155	0	0.008925010618668832	chr2	119356625	119357248	Intergenic	5694.0	Chac1	Granulocyte
spleen_uPk_111686	0	0.008906552780529844	chr7	139992344	139992973	promoter-TSS (NM_001291066)	-96.0	Adam8	Granulocyte
spleen_uPk_8664	0	0.008905959937553795	chr1	184617915	184618430	Intergenic	-60481.0	1700112H15Rik	Granulocyte
spleen_uPk_24965	0	0.008887318810707777	chr12	8432852	8433440	Intergenic	66839.0	Rhob	Granulocyte
spleen_uPk_56092	0	0.008881849387924735	chr17	71299864	71300251	intron (NM_145158, intron 2 of 7)	10908.0	Emilin2	Granulocyte
spleen_uPk_69214	0	0.008858760870356202	chr2	72442812	72443185	TTS (NM_023057)	-33221.0	Cdca7	Granulocyte
spleen_uPk_71887	0	0.0088491861446825	chr2	129370903	129371269	promoter-TSS (NM_008361)	53.0	Il1b	Granulocyte
spleen_uPk_114609	0	0.008844061443356374	chr8	72007966	72009015	intron (NM_024444, intron 2 of 12)	1136.0	Cyp4f18	Granulocyte
spleen_uPk_7533	0	0.008842282450209968	chr1	171017435	171018137	Intergenic	-1140.0	Fcgr4	Granulocyte
spleen_uPk_1282	0	0.008834205017091682	chr1	40051177	40051566	Intergenic	-33397.0	Il1r2	Granulocyte
spleen_uPk_73830	0	0.008819435714059638	chr2	164356188	164356576	5' UTR (NM_011414, exon 1 of 4)	125.0	Slpi	Granulocyte
spleen_uPk_11456	0	0.008818419931333402	chr10	43856275	43856782	Intergenic	30621.0	4933404K13Rik	Granulocyte
spleen_uPk_14683	0	0.008807120694344887	chr10	96180717	96181930	Intergenic	-44884.0	4930459C07Rik	Granulocyte
spleen_uPk_125418	0	0.008802105274724316	chrX	20931914	20932413	promoter-TSS (NM_008823)	-608.0	Cfp	Granulocyte
spleen_uPk_53093	0	0.008800895380827805	chr17	26533737	26534222	Intergenic	-25507.0	Dusp1	Granulocyte
spleen_uPk_29126	0	0.00879480458803812	chr12	102356835	102357195	intron (NM_177620, intron 4 of 9)	73374.0	Rin3	Granulocyte
spleen_uPk_54341	0	0.008793288753236506	chr17	35821306	35822417	exon (NM_133662, exon 1 of 2)	148.0	Ier3	Granulocyte
spleen_uPk_59270	0	0.008792705965607427	chr18	52908932	52909752	intron (NM_001199151, intron 11 of 11)	-6695.0	Mir467f	Granulocyte
spleen_uPk_3834	0	0.008791750616407319	chr1	92048906	92049219	intron (NM_207225, intron 3 of 26)	131279.0	Hdac4	Granulocyte
spleen_uPk_7468	0	0.008789538964389564	chr1	170644230	170644831	promoter-TSS (NM_177068)	-2.0	Olfml2b	Granulocyte
spleen_uPk_61786	0	0.008781954155126535	chr19	6297593	6298042	intron (NM_010119, intron 4 of 4)	-8640.0	Cdc42bpg	Granulocyte
spleen_uPk_94295	0	0.008777233062714067	chr5	115542484	115543260	intron (NM_133915, intron 1 of 11)	-16595.0	Rplp0	Granulocyte
spleen_uPk_116910	0	0.008763825308075849	chr8	117342800	117343898	intron (NM_001163262, intron 1 of 20)	-5821.0	Cmip	Granulocyte
spleen_uPk_53484	0	0.008758886060376146	chr17	29318623	29319235	promoter-TSS (NM_023734)	47.0	Pi16	Granulocyte
spleen_uPk_86316	0	0.008756012190529109	chr4	119609512	119609914	intron (NM_001290696, intron 5 of 11)	-28019.0	Guca2a	Granulocyte
spleen_uPk_119584	0	0.008754945944073394	chr9	42126745	42127067	Intergenic	-2617.0	Sorl1	Granulocyte
spleen_uPk_64610	0	0.008749256961928601	chr19	53460282	53460719	intron (NR_028427, intron 2 of 9)	4296.0	Mirt1	Granulocyte
spleen_uPk_95033	0	0.008743274819327473	chr5	123832189	123832812	Intergenic	33016.0	Hcar2	Granulocyte
spleen_uPk_39648	0	0.00873019109993302	chr14	66277018	66277234	intron (NM_001162365, intron 1 of 30)	3926.0	Ptk2b	Granulocyte
spleen_uPk_55046	0	0.008699480984090752	chr17	48324208	48324761	3' UTR (NM_177083, exon 6 of 6)	8322.0	B430306N03Rik	Granulocyte
spleen_uPk_14619	0	0.008695270276683898	chr10	95634271	95634615	Intergenic	-70276.0	Nudt4	Granulocyte
spleen_uPk_78388	0	0.008692484781351229	chr3	90695273	90696028	promoter-TSS (NM_001281852)	71.0	S100a9	Granulocyte
spleen_uPk_94190	0	0.008682019766065634	chr5	114882969	114883450	3' UTR (NM_026263, exon 12 of 12)	-13725.0	Oasl2	Granulocyte
spleen_uPk_66554	0	0.008681681320793921	chr2	27025533	27025952	intron (NM_001177627, intron 3 of 8)	2256.0	Slc2a6	Granulocyte
spleen_uPk_111904	0	0.008680022233611683	chr7	142393001	142393500	Intergenic	-5380.0	Ctsd	Granulocyte
spleen_uPk_64351	0	0.008674515846469747	chr19	46618298	46618762	intron (NM_001177812, intron 2 of 4)	-4871.0	Wbp1l	Granulocyte
spleen_uPk_65187	0	0.008664311038190755	chr2	3664098	3664540	Intergenic	-49139.0	Fam107b	Granulocyte
spleen_uPk_74679	0	0.008663669554837867	chr2	172399214	172399586	intron (NM_001080820, intron 1 of 6)	5606.0	Cass4	Granulocyte
spleen_uPk_115560	0	0.008662107979775463	chr8	88662223	88662850	intron (NM_145857, intron 3 of 12)	15189.0	Nod2	Granulocyte
spleen_uPk_111742	0	0.008655533338400306	chr7	140953722	140955067	TTS (NM_030694)	1567.0	Ifitm2	Granulocyte
spleen_uPk_13349	0	0.008646225842600636	chr10	80086872	80087217	intron (NM_183426, intron 1 of 31)	15658.0	Sbno2	Granulocyte
spleen_uPk_8648	0	0.008645319646593033	chr1	184477983	184478405	Intergenic	79497.0	1700112H15Rik	Granulocyte
spleen_uPk_121858	0	0.008644237893703102	chr9	73085761	73086210	intron (NM_001301230, intron 5 of 6)	-16413.0	Khdc3	Granulocyte
spleen_uPk_110989	0	0.008642204734367541	chr7	127270276	127270669	Intergenic	3587.0	Sephs2	Granulocyte
spleen_uPk_113223	0	0.008637511235994938	chr8	33666218	33666616	intron (NM_010344, intron 1 of 12)	13179.0	Gsr	Granulocyte
spleen_uPk_15312	0	0.008632400351332713	chr10	115250444	115250688	intron (NM_025706, intron 1 of 16)	927.0	Tbc1d15	Granulocyte
spleen_uPk_18824	0	0.008627277873055754	chr11	51916623	51916946	Intergenic	-50847.0	Cdkn2aipnl	Granulocyte
spleen_uPk_39320	0	0.00862335919827356	chr14	62858282	62858776	intron (NM_175546, intron 1 of 11)	-7013.0	Mir6541	Granulocyte
spleen_uPk_42542	0	0.008616796548219898	chr15	31412860	31413296	Intergenic	40611.0	Ropn1l	Granulocyte
spleen_uPk_45078	0	0.008600722017810083	chr15	79414516	79414991	Intergenic	-11450.0	Tmem184b	Granulocyte
spleen_uPk_119578	0	0.00859982077769366	chr9	42094320	42095160	intron (NM_011436, intron 3 of 47)	29549.0	Sorl1	Granulocyte
spleen_uPk_104455	0	0.008595611785407032	chr6	147051612	147052018	intron (NM_145573, intron 4 of 7)	9045.0	Mrps35	Granulocyte
spleen_uPk_62877	0	0.008584402611908022	chr19	24899505	24900589	exon (NM_008022, exon 1 of 1)	1262.0	Foxd4	Granulocyte
spleen_uPk_113133	0	0.008579975983945387	chr8	27177199	27177532	Intergenic	-2719.0	Rab11fip1	Granulocyte
spleen_uPk_21299	0	0.008579135010907487	chr11	83082846	83083093	Intergenic	17857.0	Slfn2	Granulocyte
spleen_uPk_80897	0	0.008575850295746984	chr3	136836843	136837940	intron (NM_008913, intron 2 of 13)	167325.0	Ppp3ca	Granulocyte
spleen_uPk_102240	0	0.008561982973340898	chr6	116455762	116456201	intron (NM_009662, intron 1 of 13)	5197.0	Alox5	Granulocyte
spleen_uPk_29824	0	0.008560457304087873	chr12	111524459	111525334	Intergenic	-13205.0	Eif5	Granulocyte
spleen_uPk_33129	0	0.00855949741163164	chr13	49196480	49197588	TTS (NM_013610)	9487.0	Ninj1	Granulocyte
spleen_uPk_115698	0	0.008556842754150574	chr8	92818169	92818692	Intergenic	-8867.0	Mmp2	Granulocyte
spleen_uPk_2887	0	0.008547955386939672	chr1	75213180	75213530	intron (NR_102731, intron 6 of 7)	2526.0	Stk16	Granulocyte
spleen_uPk_77741	0	0.008538534941903035	chr3	84615091	84615888	Intergenic	21915.0	Tigd4	Granulocyte
spleen_uPk_42200	0	0.008534959251249575	chr15	19856985	19857972	Intergenic	809272.0	Acot10	Granulocyte
spleen_uPk_52926	0	0.008527376903897592	chr17	24737457	24737885	intron (NM_013759, intron 1 of 4)	1078.0	Msrb1	Granulocyte
spleen_uPk_30874	0	0.008521206598797041	chr13	12411949	12412549	intron (NM_144835, intron 17 of 44)	16874.0	Heatr1	Granulocyte
spleen_uPk_116494	0	0.008516953991835137	chr8	110911614	110912514	Intergenic	-7801.0	St3gal2	Granulocyte
spleen_uPk_113712	0	0.00851487423238449	chr8	46533890	46534351	intron (NM_001302163, intron 20 of 20)	-17949.0	Cenpu	Granulocyte
spleen_uPk_21012	0	0.008491538889877049	chr11	79118579	79119369	intron (NM_013571, intron 1 of 17)	27380.0	Ksr1	Granulocyte
spleen_uPk_111755	0	0.008488662832668279	chr7	140998895	140999780	Intergenic	11407.0	Ifitm3	Granulocyte
spleen_uPk_74745	0	0.008481249206668446	chr2	173080919	173081215	Intergenic	38458.0	Ctcfl	Granulocyte
spleen_uPk_104928	0	0.008479338910749215	chr7	16057171	16057501	Intergenic	-14509.0	Zfp541	Granulocyte
spleen_uPk_118722	0	0.008456717116100958	chr9	21453088	21453309	intron (NM_007871, intron 1 of 19)	28290.0	Dnm2	Granulocyte
spleen_uPk_43767	0	0.008454606009200626	chr15	59784060	59784689	Intergenic	10585.0	Gm19510	Granulocyte
spleen_uPk_78846	0	0.008453887421673651	chr3	98069213	98069659	intron (NM_010928, intron 2 of 33)	55898.0	Notch2	Granulocyte
spleen_uPk_62596	0	0.008428018503810492	chr19	17278402	17278963	Intergenic	60823.0	Gcnt1	Granulocyte
spleen_uPk_57237	0	0.008426303707164358	chr17	87326944	87327399	intron (NM_028639, intron 8 of 19)	44285.0	Ttc7	Granulocyte
spleen_uPk_97441	0	0.008424807395886344	chr6	17409657	17410165	Intergenic	-54046.0	Met	Granulocyte
spleen_uPk_75251	0	0.008413572221617847	chr3	9020174	9020795	Intergenic	-15969.0	Tpd52	Granulocyte
spleen_uPk_104961	0	0.008412498041738629	chr7	16259097	16259445	promoter-TSS (NM_001173550)	67.0	C5ar1	Granulocyte
spleen_uPk_43755	0	0.008408102855539164	chr15	59727965	59728664	Intergenic	66645.0	Gm19510	Granulocyte
spleen_uPk_119870	0	0.008406063907618097	chr9	45064368	45064787	intron (NM_001093749, intron 2 of 5)	9396.0	Mpzl3	Granulocyte
spleen_uPk_33649	0	0.008404208130652869	chr13	55634601	55635537	promoter-TSS (NM_001282055)	70.0	Ddx46	Granulocyte
spleen_uPk_71137	0	0.008404123615559537	chr2	119250807	119251481	Intergenic	13784.0	Spint1	Granulocyte
spleen_uPk_109781	0	0.008400539733429038	chr7	110270323	110270935	intron (NM_009302, intron 7 of 11)	48926.0	Swap70	Granulocyte
spleen_uPk_40957	0	0.008399532276326118	chr14	103713013	103713406	Intergenic	-13777.0	Slain1os	Granulocyte
spleen_uPk_48633	0	0.008394481048597701	chr16	26689685	26690154	intron (NM_001159318, intron 4 of 10)	65583.0	Gm20319	Granulocyte
spleen_uPk_102749	0	0.008367339484429514	chr6	123265874	123266316	intron (NM_001163161, intron 2 of 5)	3988.0	Clec4d	Granulocyte
spleen_uPk_117563	0	0.008354029651476729	chr8	123253539	123254981	promoter-TSS (NM_020497)	-38.0	Vps9d1	Granulocyte
spleen_uPk_111586	0	0.008351507806351506	chr7	138205198	138205548	Intergenic	192357.0	Tcerg1l	Granulocyte
spleen_uPk_44022	0	0.008340080483164376	chr15	64040718	64041184	intron (NM_144846, intron 1 of 11)	19497.0	Fam49b	Granulocyte
spleen_uPk_25796	0	0.008316063711136325	chr12	31996514	31997562	intron (NM_011158, intron 2 of 10)	-46503.0	Hbp1	Granulocyte
spleen_uPk_62704	0	0.008312499149258636	chr19	21472244	21472854	5' UTR (NM_010266, exon 1 of 14)	112.0	Gda	Granulocyte
spleen_uPk_24566	0	0.008302562122102501	chr11	120231298	120231765	Intergenic	-1416.0	Bahcc1	Granulocyte
spleen_uPk_48462	0	0.00830027053338455	chr16	24199791	24200172	Intergenic	-193369.0	Lpp	Granulocyte
spleen_uPk_17378	0	0.008279730627691172	chr11	21425522	21426127	Intergenic	-54557.0	Ugp2	Granulocyte
spleen_uPk_13139	0	0.008239447137623482	chr10	77970295	77970913	promoter-TSS (NM_138301)	-732.0	Trpm2	Granulocyte
spleen_uPk_27888	0	0.00823376566292334	chr12	80816411	80816842	intron (NM_001242419, intron 1 of 6)	26094.0	Susd6	Granulocyte
spleen_uPk_56093	0	0.008218756269912085	chr17	71300372	71300771	intron (NM_145158, intron 2 of 7)	10394.0	Emilin2	Granulocyte
spleen_uPk_103348	0	0.008214022530190343	chr6	129434163	129434685	intron (NM_001347475, intron 3 of 5)	17576.0	Clec1a	Granulocyte
spleen_uPk_121709	0	0.008194225884051061	chr9	71167050	71167438	Intergenic	-1532.0	Gm32511	Granulocyte
spleen_uPk_113222	0	0.008189564397757667	chr8	33664395	33664841	intron (NM_010344, intron 1 of 12)	11380.0	Gsr	Granulocyte
spleen_uPk_112743	0	0.008189086282702865	chr8	18970729	18971162	Intergenic	7171.0	Defb40	Granulocyte
spleen_uPk_44243	0	0.008182369156600701	chr15	67048270	67048543	Intergenic	-78765.0	Ndrg1	Granulocyte
spleen_uPk_27538	0	0.008174919004017536	chr12	76948711	76949136	intron (NM_008558, intron 3 of 4)	13325.0	Max	Granulocyte
spleen_uPk_86044	0	0.008173652986170378	chr4	115847303	115848000	intron (NM_001285487, intron 2 of 14)	8453.0	Mknk1	Granulocyte
spleen_uPk_122626	0	0.008167328665578694	chr9	90232808	90233176	intron (NM_194334, intron 3 of 12)	37777.0	Tbc1d2b	Granulocyte
spleen_uPk_106475	0	0.008161449047839437	chr7	44856986	44857508	promoter-TSS (NM_001290767)	101.0	Pnkp	Granulocyte
spleen_uPk_95997	0	0.008160001583945293	chr5	139287094	139287456	intron (NM_172723, intron 4 of 10)	33778.0	Get4	Granulocyte
spleen_uPk_120603	0	0.008158979808341123	chr9	57433018	57434105	intron (NM_176831, intron 3 of 6)	6553.0	Ppcdc	Granulocyte
spleen_uPk_85014	0	0.008146520942331667	chr4	89487061	89487293	intron (NR_132431, intron 7 of 9)	-176145.0	Cdkn2b	Granulocyte
spleen_uPk_56927	0	0.008143072334328127	chr17	84135156	84135688	Intergenic	52525.0	Zfp36l2	Granulocyte
spleen_uPk_111822	0	0.008142775736038162	chr7	141379573	141380071	Intergenic	-12338.0	Taldo1	Granulocyte
spleen_uPk_96613	0	0.0081416345991544	chr5	146948290	146949191	promoter-TSS (NM_025652)	83.0	Gtf3a	Granulocyte
spleen_uPk_71896	0	0.008137211438547945	chr2	129413437	129413951	Intergenic	-42555.0	Il1b	Granulocyte
spleen_uPk_98590	0	0.008136805819258689	chr6	42353251	42353584	intron (NM_001289619, intron 4 of 8)	3589.0	Zyx	Granulocyte
spleen_uPk_114126	0	0.008133126554486073	chr8	64788534	64789153	intron (NM_178633, intron 4 of 14)	-55265.0	Msmo1	Granulocyte
spleen_uPk_6437	0	0.008124556030864972	chr1	155322197	155322672	intron (NM_011273, intron 7 of 14)	95010.0	Xpr1	Granulocyte
spleen_uPk_24059	0	0.00812164131117364	chr11	116436745	116437096	intron (NM_176902, intron 2 of 2)	2707.0	Gm7367	Granulocyte
spleen_uPk_105281	0	0.008115856370723226	chr7	19830713	19831518	Intergenic	-8360.0	Bcl3	Granulocyte
spleen_uPk_29938	0	0.008106686458418099	chr12	112628500	112629807	intron (NM_007421, intron 2 of 12)	9106.0	Adssl1	Granulocyte
spleen_uPk_106604	0	0.00810268665174082	chr7	45635097	45635806	intron (NM_028544, intron 8 of 11)	-4526.0	Mamstr	Granulocyte
spleen_uPk_44162	0	0.008101513644481665	chr15	66567853	66568174	Intergenic	-6967.0	Tmem71	Granulocyte
spleen_uPk_32432	0	0.008100274238852843	chr13	40921294	40921691	intron (NM_133219, intron 1 of 2)	3858.0	Gcnt2	Granulocyte
spleen_uPk_84915	0	0.008093656403417328	chr4	88439656	88440220	Intergenic	-1012.0	Hacd4	Granulocyte
spleen_uPk_100569	0	0.008078588233323959	chr6	86619830	86620363	Intergenic	-8078.0	Asprv1	Granulocyte
spleen_uPk_109165	0	0.008078430574262049	chr7	101011331	101012340	5' UTR (NM_001302347, exon 1 of 2)	163.0	P2ry2	Granulocyte
spleen_uPk_50595	0	0.008075797115675035	chr16	75837765	75838317	Intergenic	-71223.0	Hspa13	Granulocyte
spleen_uPk_97877	0	0.0080694222858131	chr6	31081294	31081655	Intergenic	-18381.0	Mir29b-1	Granulocyte
spleen_uPk_89875	0	0.008069403679558659	chr5	21331678	21332567	intron (NM_029195, intron 3 of 18)	-40551.0	Fgl2	Granulocyte
spleen_uPk_94737	0	0.008062057030696713	chr5	121660027	121661336	promoter-TSS (NM_001289544)	118.0	Brap	Granulocyte
spleen_uPk_92093	0	0.008054132648647424	chr5	72851644	72852121	intron (NM_001113461, intron 1 of 17)	16566.0	Tec	Granulocyte
spleen_uPk_68933	0	0.008048705846748674	chr2	69415048	69415475	Intergenic	34799.0	Dhrs9	Granulocyte
spleen_uPk_82142	0	0.008043348147158564	chr4	8888294	8888726	Intergenic	198104.0	Chd7	Granulocyte
spleen_uPk_66515	0	0.00803490755395784	chr2	26603503	26604682	exon (NM_026212, exon 1 of 6)	325.0	Agpat2	Granulocyte
spleen_uPk_102160	0	0.008026807460083347	chr6	115758947	115759996	promoter-TSS (NM_144805)	-472.0	Tmem40	Granulocyte
spleen_uPk_35844	0	0.00801871624202723	chr13	107831112	107831628	intron (NM_145456, intron 2 of 14)	58694.0	Zswim6	Granulocyte
spleen_uPk_66540	0	0.008013006418354555	chr2	26862893	26863278	intron (NM_001290444, intron 1 of 4)	1910.0	Abo	Granulocyte
spleen_uPk_39629	0	0.008008326633360851	chr14	66223590	66224051	intron (NM_001162365, intron 1 of 30)	-10268.0	Ptk2b	Granulocyte
spleen_uPk_55028	0	0.008007706625699124	chr17	48232247	48233028	promoter-TSS (NM_021406)	-102.0	Trem1	Granulocyte
spleen_uPk_122629	0	0.007994853028595029	chr9	90235274	90235735	intron (NM_194334, intron 3 of 12)	35265.0	Tbc1d2b	Granulocyte
spleen_uPk_66489	0	0.007989490888647184	chr2	26475045	26475404	intron (NM_008714, intron 15 of 33)	-5105.0	Mir6996	Granulocyte
spleen_uPk_29815	0	0.007984625366958018	chr12	111437566	111438160	Intergenic	-4798.0	Tnfaip2	Granulocyte
spleen_uPk_27499	0	0.007983604628026355	chr12	76540165	76540522	intron (NM_153804, intron 1 of 18)	6783.0	Plekhg3	Granulocyte
